Date,Open,High,Low,Close,Volume,Adjustment Factor,Adjustment Type
2018-10-25,52.221621,53.145962,52.039154,52.771424,35652008.0,,
2018-10-24,53.46768,53.835015,51.51096,51.640607,41331600.0,,
2018-10-23,51.758251,53.599729,51.546973,53.474883,39354028.0,,
2018-10-22,52.737811,53.626138,52.684992,52.975499,30116900.0,,
2018-10-19,52.348868,53.121953,52.202414,52.65378,36848552.0,,
2018-10-18,52.305652,52.749816,51.585387,51.86389,35556056.0,,
2018-10-17,53.335631,53.453275,52.663384,53.105147,26108480.0,,
2018-10-16,52.562547,53.537306,52.051159,53.335631,32054184.0,,
2018-10-15,53.069133,53.258803,52.164,52.185608,30274852.0,,
2018-10-12,53.107547,53.510896,52.063163,53.326028,46265684.0,,
2018-10-11,51.506158,52.694595,50.980364,51.486951,53305932.0,,
2018-10-10,54.139927,54.344003,51.873493,51.94552,50117292.0,,
2018-10-09,53.68376,54.564884,53.35964,54.468848,25990616.0,,
2018-10-08,53.314023,53.971866,52.867459,53.724575,31632032.0,,
2018-10-05,54.730545,54.77136,52.963494,53.84942,33727920.0,,
2018-10-04,55.407594,55.779731,54.437637,54.737747,32949616.0,,
2018-10-03,55.232329,56.053432,55.167506,55.717308,28084504.0,,
2018-10-02,54.55528,55.217924,54.420831,55.047461,25858436.0,,
2018-10-01,54.728144,55.081074,54.344003,54.562483,23617060.0,,
2018-09-28,53.971866,54.221557,53.791799,54.197549,31400324.0,,
2018-09-27,53.777394,54.36561,53.676557,54.007879,36322588.0,,
2018-09-26,53.095543,53.719773,52.771424,52.920278,29944972.0,,
2018-09-25,52.754618,53.496491,52.749816,53.345235,31331904.0,,
2018-09-24,52.031952,53.119552,52.010344,53.009111,34602876.0,,
2018-09-21,53.05953,53.143561,52.171203,52.257635,196356364.0,,
2018-09-20,52.89627,53.366843,52.615366,52.826644,34861084.0,,
2018-09-19,52.459309,52.723406,51.691026,52.428097,30477368.0,,
2018-09-18,52.262436,53.2516,52.127987,52.396886,33752928.0,,
2018-09-17,53.299618,53.527702,52.164,52.310454,43971220.0,,
2018-09-14,54.139927,54.461646,53.426865,53.741381,34790728.0,,
2018-09-13,53.662152,54.824179,53.438869,54.358408,41707196.0,,
2018-09-12,54.012681,54.019883,52.781027,53.076336,50938400.0,,
2018-09-11,52.317657,53.84942,51.993537,53.743782,38376192.0,,
2018-09-10,53.05953,53.263605,51.971929,52.418494,50694108.0,,
2018-09-07,53.285213,54.108716,52.989904,53.131556,42480760.0,,
2018-09-06,54.406425,54.579289,53.131556,53.563715,36899528.0,,
2018-09-05,54.980237,55.141096,54.046293,54.468848,37147200.0,,
2018-09-04,54.8818,55.021052,54.413628,54.82658,31345244.0,,
2018-09-03,54.651316,54.651316,54.651316,54.651316,0.0,,
2018-08-31,54.413628,54.949025,54.315192,54.651316,52671724.0,,
2018-08-30,53.599729,54.802571,53.398054,54.027086,45818304.0,,
2018-08-29,52.862657,53.65735,52.677789,53.534905,29324004.0,,
2018-08-28,52.581754,52.949089,52.567349,52.747415,24083984.0,,
2018-08-27,52.103978,52.514529,51.938317,52.324859,22905432.0,,
2018-08-24,51.957524,52.072767,51.645409,51.897502,21496432.0,,
2018-08-23,51.522964,52.10878,51.522964,51.736643,22976584.0,,
2018-08-22,51.436532,51.943119,51.340497,51.631004,22159608.0,,
2018-08-21,52.007943,52.144793,51.386114,51.628603,26540620.0,,
2018-08-20,52.38008,52.622569,51.645409,51.72944,28202880.0,,
2018-08-17,51.251664,52.324859,51.179638,52.238428,34866860.0,,
2018-08-16,50.881928,51.333294,50.771488,51.215651,30538520.0,,
2018-08-15,50.178469,50.593822,50.01761,50.476179,34519124.0,,
2018-08-14,50.454571,50.553007,50.000804,50.358536,20902360.0,,
2018-08-13,49.866354,50.646642,49.866354,50.147258,27805664.0,,
2018-08-10,49.77272,50.200077,49.621464,49.825539,24945620.0,0.996505,17.0
2018-08-09,49.64423,50.189719,49.610735,49.974394,24667016.0,,
2018-08-08,49.297319,49.716005,48.93366,49.584418,26553760.0,,
2018-08-07,50.110766,50.117944,49.467186,49.550923,26020092.0,,
2018-08-06,49.747107,50.062916,49.543745,50.019852,27353816.0,,
2018-08-03,49.536568,49.940899,49.163339,49.761462,33790396.0,,
2018-08-02,47.940775,49.85477,47.933598,49.617913,58613316.0,,
2018-08-01,47.615396,48.270939,47.211065,48.208734,68097556.0,,
2018-07-31,45.531535,45.969361,45.301855,45.52675,45079712.0,,
2018-07-30,45.911941,45.983716,45.234866,45.435835,23405200.0,,
2018-07-27,46.653614,46.691894,45.486077,45.691832,26771448.0,,
2018-07-26,46.557914,46.880901,46.321057,46.464607,24537764.0,,
2018-07-25,46.175115,46.617726,46.038743,46.610549,23285112.0,,
2018-07-24,45.983716,46.33302,45.950221,46.175115,24395744.0,,
2018-07-23,45.610487,45.926296,45.35449,45.842559,20612280.0,,
2018-07-20,45.919119,46.038743,45.502825,45.801886,34882816.0,,
2018-07-19,45.407125,46.067453,45.399948,45.907156,27421808.0,,
2018-07-18,45.878446,45.888016,45.443012,45.553067,18300464.0,,
2018-07-17,45.397555,45.904764,45.265968,45.804279,20219324.0,,
2018-07-16,45.852129,46.088986,45.557852,45.675084,18857544.0,,
2018-07-13,45.734897,45.897586,45.675084,45.775569,15911060.0,,
2018-07-12,45.33535,45.794709,45.301855,45.703794,23915672.0,,
2018-07-11,45.143951,45.40234,44.902309,44.950159,26506268.0,,
2018-07-10,45.648767,45.763606,45.502825,45.541105,18850036.0,,
2018-07-09,45.323388,45.620057,45.294678,45.596132,23699468.0,,
2018-07-06,44.361606,45.081746,44.332896,44.971691,24095976.0,,
2018-07-05,44.340073,44.598462,44.088861,44.356821,20954288.0,,
2018-07-04,44.002732,44.002732,44.002732,44.002732,0.0,,
2018-07-03,44.923841,44.966906,43.911817,44.002732,19200576.0,,
2018-07-02,43.945312,44.811394,43.883107,44.782684,23237760.0,,
2018-06-29,44.591285,44.783881,43.76109,44.287438,32136336.0,,
2018-06-28,44.007517,44.550613,43.976414,44.380746,22619564.0,,
2018-06-27,44.320933,44.804217,44.029049,44.060151,29292128.0,,
2018-06-26,43.708455,44.62478,43.67496,44.124749,32575292.0,,
2018-06-25,43.878322,44.241981,43.239526,43.584045,36621020.0,,
2018-06-22,44.486015,44.536258,44.218056,44.241981,42426032.0,,
2018-06-21,44.842497,45.060214,44.249158,44.371176,24505100.0,,
2018-06-20,44.581715,44.787469,44.438165,44.619995,24177596.0,,
2018-06-19,44.340073,44.57693,43.890284,44.426203,38850700.0,,
2018-06-18,44.904701,45.26836,44.787469,45.155913,23878700.0,,
2018-06-15,45.493255,45.493255,45.050644,45.179838,137974884.0,,
2018-06-14,45.832989,45.832989,45.510002,45.648767,28026672.0,,
2018-06-13,46.055491,46.14162,45.567422,45.624842,28552428.0,,
2018-06-12,45.787531,46.081808,45.734897,46.002856,19644476.0,,
2018-06-11,45.804279,45.928688,45.510002,45.751644,18229628.0,,
2018-06-08,45.696617,45.935866,45.40234,45.864091,31708444.0,,
2018-06-07,46.452644,46.462214,46.019603,46.28517,21985052.0,,
2018-06-06,46.34259,46.431112,45.916726,46.40958,24391784.0,,
2018-06-05,46.201433,46.397617,46.024388,46.249283,20951872.0,,
2018-06-04,45.852129,46.273207,45.780354,45.895194,24113456.0,,
2018-06-01,44.952551,45.519572,44.919056,45.514787,25667184.0,,
2018-05-31,44.787469,45.033896,44.533865,44.708517,40788440.0,,
2018-05-30,44.919056,44.971691,44.686985,44.859244,22026120.0,,
2018-05-29,44.883169,45.155913,44.708517,44.954944,28159000.0,,
2018-05-28,45.117633,45.117633,45.117633,45.117633,0.0,,
2018-05-25,45.043466,45.37363,44.895132,45.117633,20198688.0,,
2018-05-24,45.158306,45.179838,44.553005,45.014756,21385476.0,,
2018-05-23,44.574537,45.098493,44.445343,45.064999,24116596.0,,
2018-05-22,45.064999,45.189408,44.689377,44.777899,17529960.0,,
2018-05-21,44.959729,45.282715,44.72048,44.890347,20663144.0,,
2018-05-18,44.787469,44.933411,44.531473,44.574537,24115972.0,,
2018-05-17,44.978869,45.194193,44.588892,44.737227,19643524.0,,
2018-05-16,44.51951,45.086531,44.50037,45.021934,23090060.0,,
2018-05-15,44.689377,44.753974,44.287438,44.60564,28612704.0,,
2018-05-14,45.242043,45.342528,44.945374,45.014756,24725996.0,,
2018-05-11,45.349705,45.46933,44.847282,45.120026,28623056.0,0.996159,17.0
2018-05-10,44.744126,45.369743,44.734593,45.292285,27897504.0,,
2018-05-09,44.467663,44.655944,44.145917,44.65356,26450984.0,,
2018-05-08,44.091101,44.377097,43.776505,44.341348,29593476.0,,
2018-05-07,44.117317,44.725059,44.033902,44.129234,39926320.0,,
2018-05-04,42.463305,43.912353,42.463305,43.812254,58220848.0,,
2018-05-03,41.869863,42.303624,41.5791,42.158242,40955172.0,,
2018-05-02,41.767381,42.363206,41.421802,42.081977,65885524.0,,
2018-05-01,39.646241,40.325482,39.388844,40.301649,53131504.0,,
2018-04-30,38.654787,39.860738,38.571372,39.386461,47536972.0,,
2018-04-27,39.102848,39.150514,38.282992,38.68577,40899952.0,,
2018-04-26,39.100465,39.496093,38.9384,39.138598,35256164.0,,
2018-04-25,38.757269,39.423402,38.71437,39.002749,35072220.0,,
2018-04-24,39.503243,39.641475,38.42599,38.833535,41154484.0,,
2018-04-23,39.76779,39.777323,39.107615,39.381695,43708700.0,,
2018-04-20,40.623395,40.79976,39.426977,39.496093,74733872.0,,
2018-04-19,41.667282,41.800747,41.150105,41.183471,41515316.0,,
2018-04-18,42.370356,42.61822,42.155859,42.384656,25298488.0,,
2018-04-17,42.067677,42.644436,42.065293,42.479988,30044224.0,,
2018-04-16,41.703031,41.989028,41.669665,41.903229,26567736.0,,
2018-04-13,41.679198,41.907995,41.436102,41.643449,28467892.0,,
2018-04-12,41.324086,41.705415,41.240671,41.502834,28531356.0,,
2018-04-11,41.011874,41.450401,40.923691,41.097673,26176924.0,,
2018-04-10,41.231137,41.464701,40.880792,41.29072,38070716.0,,
2018-04-09,40.530446,41.240671,40.485164,40.528063,36214972.0,,
2018-04-06,40.759244,41.107206,40.087152,40.130052,46820892.0,,
2018-04-05,41.119122,41.524284,41.011874,41.183471,32010332.0,,
2018-04-04,39.300662,40.992807,39.283979,40.899858,46363972.0,,
2018-04-03,39.939387,40.215851,39.295896,40.132435,38867172.0,,
2018-04-02,40.01327,40.263517,39.202947,39.72489,52154660.0,,
2018-03-30,39.987053,39.987053,39.987053,39.987053,0.0,,
2018-03-29,40.056169,40.933225,39.777323,39.987053,58344476.0,,
2018-03-28,39.824989,40.520913,39.369778,39.677224,48508356.0,,
2018-03-27,41.417035,41.743548,39.801156,40.120518,46514336.0,,
2018-03-26,40.056169,41.254971,39.670074,41.176322,49910824.0,,
2018-03-23,40.189634,40.494697,39.310195,39.310195,52275076.0,,
2018-03-22,40.516147,41.152488,40.182484,40.242067,47979240.0,,
2018-03-21,41.707798,41.726864,40.816443,40.818826,40486776.0,,
2018-03-20,41.774531,42.134409,41.69469,41.764997,26583232.0,,
2018-03-19,42.244041,42.296474,41.388435,41.779297,39826616.0,,
2018-03-16,42.577704,42.689719,42.332223,42.427555,77540220.0,,
2018-03-15,42.541954,42.949499,42.441855,42.577704,28749360.0,,
2018-03-14,43.018615,43.023381,42.379889,42.527654,34865152.0,,
2018-03-13,43.492892,43.731222,42.718318,42.892299,35823392.0,,
2018-03-12,42.954265,43.469059,42.949499,43.309377,34068472.0,,
2018-03-09,42.367973,42.899449,42.277407,42.894683,39674756.0,,
2018-03-08,41.805513,42.208292,41.726864,42.170159,28062084.0,,
2018-03-07,41.736398,41.910379,41.533817,41.714948,36120744.0,,
2018-03-06,42.422789,42.482371,41.979495,42.10581,27920864.0,,
2018-03-05,41.743548,42.35844,41.595783,42.141559,32217652.0,,
2018-03-02,41.152488,42.017627,41.102439,41.996178,45466936.0,,
2018-03-01,42.577704,42.84225,41.154872,41.707798,52314388.0,,
2018-02-28,42.708785,43.044831,42.434705,42.451388,39181136.0,,
2018-02-27,42.661119,43.011465,42.460922,42.515738,40442664.0,,
2018-02-26,41.996178,42.754068,41.996178,42.653969,38781976.0,,
2018-02-23,41.421802,41.862713,41.359836,41.826963,38248912.0,,
2018-02-22,40.935608,41.457551,40.923691,41.111972,32667712.0,,
2018-02-21,41.166788,41.498067,40.75686,40.77116,42882104.0,,
2018-02-20,40.961824,41.531434,40.854576,40.957058,36576596.0,,
2018-02-19,41.095289,41.095289,41.095289,41.095289,0.0,,
2018-02-16,41.088139,41.662515,40.942758,41.095289,46026924.0,,
2018-02-15,40.480397,41.252587,40.2802,41.228754,54034536.0,,
2018-02-14,38.864518,39.925088,38.819235,39.889338,44124580.0,,
2018-02-13,38.585671,39.264913,38.549922,39.167197,31917496.0,,
2018-02-12,37.753899,39.059949,37.539402,38.778719,68457732.0,,
2018-02-09,37.417853,37.629967,35.809124,37.277238,75652916.0,0.995939,17.0
2018-02-08,38.044464,38.215365,36.803058,36.826794,65100844.0,,
2018-02-07,38.69009,38.737562,37.757255,37.868815,55150104.0,,
2018-02-06,36.79119,38.858617,36.553827,38.697211,80219152.0,,
2018-02-05,37.783365,38.896595,37.028552,37.14486,79971336.0,,
2018-02-02,39.482881,39.532727,38.001738,38.096683,94910048.0,,
2018-02-01,39.696507,40.024067,39.582573,39.824683,53890768.0,,
2018-01-31,39.627672,39.981342,39.520859,39.741606,38438144.0,,
2018-01-30,39.278749,39.727364,39.093606,39.632419,50130412.0,,
2018-01-29,40.351627,40.351627,39.658529,39.867408,47014164.0,,
2018-01-26,40.826352,40.826352,40.367056,40.710045,41101732.0,,
2018-01-25,41.369913,41.526572,40.479803,40.6151,38982372.0,,
2018-01-24,42.084374,42.084374,41.111187,41.353297,50450000.0,,
2018-01-23,42.079626,42.589956,41.97044,42.022659,35199328.0,,
2018-01-22,42.084374,42.198308,41.930088,42.013165,32925976.0,,
2018-01-19,42.428549,42.62556,42.115231,42.359714,43891284.0,,
2018-01-18,42.59945,42.748989,42.309868,42.549604,35990980.0,,
2018-01-17,41.823275,42.547231,41.557429,42.511626,37650972.0,,
2018-01-16,42.250527,42.580461,41.809033,41.820901,33091124.0,,
2018-01-15,42.034528,42.034528,42.034528,42.034528,0.0,,
2018-01-12,41.766308,42.096242,41.699846,42.034528,24600892.0,,
2018-01-11,41.422132,41.652374,41.422132,41.604901,20333116.0,,
2018-01-10,41.087451,41.372286,41.063715,41.369913,24089820.0,,
2018-01-09,41.429253,41.550308,41.161034,41.379407,24146312.0,,
2018-01-08,41.396022,41.680857,41.284462,41.384154,24366224.0,,
2018-01-05,41.18477,41.607275,41.075583,41.53844,28849896.0,,
2018-01-04,41.009121,41.175275,40.845341,41.070836,28992984.0,,
2018-01-03,40.971143,41.431627,40.821605,40.880946,30962544.0,,
2018-01-02,40.389605,40.897561,40.178353,40.888067,31620976.0,,
2018-01-01,40.168858,40.168858,40.168858,40.168858,0.0,,
2017-12-29,40.418089,40.486924,40.166485,40.168858,33830788.0,,
2017-12-28,40.58899,40.790748,40.467935,40.607979,17587868.0,,
2017-12-27,40.351627,40.534396,40.282792,40.494045,24988784.0,,
2017-12-26,40.494045,40.70055,40.275671,40.486924,34836304.0,,
2017-12-25,41.540814,41.540814,41.540814,41.540814,0.0,,
2017-12-22,41.462484,41.638132,41.445869,41.540814,20541516.0,,
2017-12-21,41.346176,41.78055,41.324814,41.540814,24280108.0,,
2017-12-20,41.507583,41.635759,41.127803,41.384154,26048152.0,,
2017-12-19,41.464858,41.628638,41.324814,41.429253,29051456.0,,
2017-12-18,41.51233,42.060637,41.505209,41.875495,35094468.0,,
2017-12-15,41.225121,41.341429,40.935539,41.293957,76852884.0,,
2017-12-14,40.928418,41.092198,40.743275,40.878572,22869060.0,,
2017-12-13,40.945034,41.191891,40.826352,40.89044,26844944.0,,
2017-12-12,40.861957,40.914176,40.705297,40.755144,20818044.0,,
2017-12-11,40.126133,41.037605,40.064419,40.985385,35143352.0,,
2017-12-08,40.408594,40.58899,40.073913,40.202089,26005156.0,,
2017-12-07,40.114265,40.456067,40.097649,40.190221,27847204.0,,
2017-12-06,39.758221,40.3991,39.511364,40.116638,32292060.0,,
2017-12-05,40.149869,40.710045,39.976595,40.266177,30970060.0,,
2017-12-04,40.933165,40.973517,40.263803,40.304155,38075324.0,,
2017-12-01,40.342133,40.748023,39.995584,40.600858,41380664.0,,
2017-11-30,40.465561,40.859583,39.981342,40.790748,47519888.0,,
2017-11-29,40.959275,41.044726,39.677518,40.228199,44255692.0,,
2017-11-28,41.339055,41.507583,40.793122,41.08033,23617416.0,,
2017-11-27,41.531319,41.53844,41.146792,41.32244,22057880.0,,
2017-11-24,41.547934,41.654748,41.455363,41.531319,13593688.0,,
2017-11-23,41.528945,41.528945,41.528945,41.528945,0.0,,
2017-11-22,41.146792,41.53844,41.075583,41.528945,28574944.0,,
2017-11-21,40.58899,41.229869,40.565254,41.096946,26039648.0,,
2017-11-20,40.420462,40.48455,40.247188,40.34688,17999372.0,,
2017-11-17,40.56288,40.680374,40.26855,40.387232,26722228.0,,
2017-11-16,40.631715,40.795495,40.42521,40.612726,23231360.0,,
2017-11-15,40.32077,40.422836,39.969474,40.133254,28009412.0,,
2017-11-14,41.075583,41.175275,40.634089,40.669693,24357524.0,,
2017-11-13,41.182396,41.415011,41.15866,41.293957,16778044.0,,
2017-11-10,41.555055,41.621517,41.367539,41.46011,22160532.0,0.996418,17.0
2017-11-09,41.418031,41.647448,40.952102,41.597781,25544268.0,,
2017-11-08,41.325791,41.682925,41.233552,41.682925,20886064.0,,
2017-11-07,41.153137,41.448778,41.058533,41.344712,25231260.0,,
2017-11-06,40.72978,41.384919,40.616255,41.212266,35441776.0,,
2017-11-03,41.176789,41.212266,40.471982,40.798369,50218396.0,,
2017-11-02,39.634729,39.849955,39.09075,39.76008,38476496.0,,
2017-11-01,40.178707,40.192898,39.17353,39.471535,32830168.0,,
2017-10-31,39.715143,40.121944,39.483361,39.980037,37752108.0,,
2017-10-30,38.788015,39.75062,38.724156,39.431328,41803804.0,,
2017-10-27,37.669311,38.69341,37.536865,38.563328,47140480.0,,
2017-10-26,37.222303,37.326369,37.080396,37.229399,20869888.0,,
2017-10-25,37.111143,37.26251,36.723262,36.992886,23490116.0,,
2017-10-24,36.95741,37.229399,36.943219,37.15608,16690632.0,,
2017-10-23,37.108777,37.295622,36.787121,36.936123,23608172.0,,
2017-10-20,37.144254,37.309813,36.886456,36.955044,30591688.0,,
2017-10-19,37.073301,37.15135,36.666499,36.891186,42688148.0,,
2017-10-18,37.941301,38.007524,37.747361,37.785203,14585080.0,,
2017-10-17,37.808854,38.047731,37.659851,37.953126,16540232.0,,
2017-10-16,37.321638,37.841965,37.286162,37.813584,25362004.0,,
2017-10-13,37.056745,37.196287,36.995251,37.130063,17011840.0,,
2017-10-12,36.978696,37.219938,36.832058,36.895916,17034432.0,,
2017-10-11,36.888821,37.125333,36.836788,37.025998,19010552.0,,
2017-10-10,36.891186,37.028363,36.683055,36.872265,17998996.0,,
2017-10-09,36.876995,37.066205,36.775295,36.858074,17029348.0,,
2017-10-06,36.652309,36.775295,36.557704,36.730358,17430592.0,,
2017-10-05,36.456003,36.761104,36.434717,36.751644,21264776.0,,
2017-10-04,36.351938,36.38978,36.058663,36.299905,19225484.0,,
2017-10-03,36.422892,36.68069,36.401606,36.536418,16179468.0,,
2017-10-02,36.470194,36.529322,36.121339,36.377954,19430640.0,,
2017-09-29,36.240777,36.451273,35.949867,36.451273,31072760.0,,
2017-09-28,36.422892,36.489115,36.117791,36.252603,23061280.0,,
2017-09-27,36.399241,36.590815,36.314096,36.47729,28434392.0,,
2017-09-26,35.928581,36.403971,35.876548,36.219491,36925632.0,,
2017-09-25,35.476843,35.90966,35.278172,35.606924,49059152.0,,
2017-09-22,35.952232,36.013726,35.609289,35.923851,41093704.0,,
2017-09-21,36.817867,36.824963,36.127251,36.278619,39074192.0,,
2017-09-20,37.371306,37.428069,36.382685,36.912472,52057384.0,,
2017-09-19,37.711884,37.787568,37.473006,37.541595,23569424.0,,
2017-09-18,37.867982,37.960222,37.367758,37.527404,32644560.0,,
2017-09-15,37.439895,38.069017,37.368941,37.813584,87627084.0,,
2017-09-14,37.605453,37.700058,37.390227,37.435164,26036036.0,,
2017-09-13,37.823044,37.823044,37.347655,37.759186,42467232.0,,
2017-09-12,38.487644,38.778554,37.55342,38.045366,63036884.0,,
2017-09-11,37.983873,38.326816,37.820679,38.196734,33695064.0,,
2017-09-08,38.045366,38.109224,37.494292,37.517944,29053920.0,,
2017-09-07,38.336276,38.367023,37.92711,38.139971,23435664.0,,
2017-09-06,38.485279,38.546772,37.964952,38.293704,22673720.0,,
2017-09-05,38.714696,38.844778,37.974412,38.333911,30526224.0,,
2017-09-04,38.79984,38.79984,38.79984,38.79984,0.0,,
2017-09-01,38.977224,39.010336,38.700505,38.79984,17183912.0,,
2017-08-31,38.70287,38.911001,38.667393,38.788015,30728008.0,,
2017-08-30,38.740712,38.761998,38.461628,38.634282,27668376.0,,
2017-08-29,37.858521,38.579884,37.841965,38.530216,30386924.0,,
2017-08-28,37.875077,38.31499,37.82541,38.189639,29249176.0,,
2017-08-25,37.759186,37.974412,37.669311,37.808854,20723284.0,,
2017-08-24,37.943666,38.016985,37.499023,37.669311,21913340.0,,
2017-08-23,37.622009,37.953126,37.577072,37.837235,21574016.0,,
2017-08-22,37.430434,37.841965,37.373671,37.789933,25252044.0,,
2017-08-21,37.231764,37.342925,36.687786,37.182096,28392760.0,,
2017-08-18,37.335829,37.723709,37.070935,37.250685,35026932.0,,
2017-08-17,37.990968,38.009889,37.331099,37.335829,32616948.0,,
2017-08-16,38.284243,38.435611,37.882173,38.066652,27331312.0,,
2017-08-15,37.990968,38.359927,37.877442,38.220385,27936104.0,,
2017-08-14,37.695328,37.89045,37.546325,37.806489,26668684.0,,
2017-08-11,37.014172,37.503753,36.912472,37.245955,29226172.0,,
2017-08-10,37.827775,37.8396,36.571894,36.735088,41114604.0,0.996088,17.0
2017-08-09,37.486627,37.993139,37.486627,37.943666,26843296.0,,
2017-08-08,37.357054,38.125068,37.286378,37.71279,35765940.0,,
2017-08-07,36.987182,37.439509,36.911794,37.413595,22009360.0,,
2017-08-04,36.779865,37.071993,36.678563,36.843474,23015848.0,,
2017-08-03,36.99425,37.034299,36.520719,36.650292,25842628.0,,
2017-08-02,37.57615,37.635047,36.789289,37.020164,65900328.0,,
2017-08-01,35.166093,35.389901,34.963488,35.349851,33928856.0,,
2017-07-31,35.326293,35.41346,34.897524,35.038876,24225276.0,,
2017-07-28,35.272108,35.392257,35.147246,35.220278,21776228.0,,
2017-07-27,36.273353,36.278065,34.725545,35.470001,39075256.0,,
2017-07-26,36.139068,36.263929,36.058969,36.153203,16801400.0,,
2017-07-25,35.865787,36.242727,35.865787,35.983581,21700408.0,,
2017-07-24,35.470001,35.910549,35.342784,35.830449,29644780.0,,
2017-07-21,35.312157,35.44173,35.07657,35.40168,35948436.0,,
2017-07-20,35.724435,35.747994,35.382833,35.418172,19220744.0,,
2017-07-19,35.467645,35.672606,35.326293,35.578371,24937996.0,,
2017-07-18,35.149602,35.368698,35.024741,35.356919,18266928.0,,
2017-07-17,35.081282,35.540677,35.001182,35.234414,23816348.0,,
2017-07-14,34.866898,35.180229,34.71141,35.111908,19218380.0,,
2017-07-13,34.296777,34.982335,34.27793,34.812713,26069896.0,,
2017-07-12,34.372165,34.438129,34.120086,34.334471,25827732.0,,
2017-07-11,34.094172,34.358029,34.014072,34.284997,20921456.0,,
2017-07-10,33.969311,34.381588,33.776129,34.174271,22168212.0,,
2017-07-07,33.674827,34.098884,33.667759,33.966955,23606440.0,,
2017-07-06,33.693674,33.8044,33.549965,33.625353,26201588.0,,
2017-07-05,33.865652,34.110663,33.625353,33.945752,26570348.0,,
2017-07-04,33.806755,33.806755,33.806755,33.806755,0.0,,
2017-07-03,34.143645,34.230812,33.714876,33.806755,19825856.0,,
2017-06-30,34.094172,34.148357,33.875076,33.929261,35306112.0,,
2017-06-29,34.096528,34.186051,33.521695,33.849161,35560292.0,,
2017-06-28,33.91277,34.419282,33.729012,34.355674,24985088.0,,
2017-06-27,34.160136,34.431061,33.835026,33.860941,31901564.0,,
2017-06-26,34.685496,34.932862,34.249659,34.353318,29066564.0,,
2017-06-23,34.19783,34.666649,34.186051,34.461688,48972172.0,,
